列表,业务,云端标注,本地标注,云端&本地结果对比,是否集内,是否800条,业务名,标注结果,标注操作
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_350_F021_coder.wav.pcm,map,我要去广东省揭阳市普宁市红鑫剪烫沐足城,我要去广东省揭阳市普宁市红鑫剪烫沐足城,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""area"":""普宁市"",
  ""cityAddr"":""揭阳"",
  ""province"":""广东省"",
  ""city"":""揭阳市"",
  ""ori_loc"":""广东省揭阳市普宁市红鑫剪烫沐足城"",
  ""areaAddr"":""普宁"",
  ""provinceAddr"":""广东"",
  ""poi"":""红鑫剪烫沐足城"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_357_F021_coder.wav.pcm,map,我要去闸北区彭浦清真饮食店,我要去闸北区彭浦清真饮食店,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""area"":""闸北区"",
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""闸北区彭浦清真饮食店"",
  ""areaAddr"":""闸北"",
  ""poi"":""彭浦清真饮食店"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_364_M004_coder.wav.pcm,map,我要如何走才能到百脑汇,我要如何走才能到百脑汇,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""百脑汇"",
  ""poi"":""百脑汇"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_371_M004_coder.wav.pcm,map,查一下从五里拐小学去宣城路要怎么走,查一下从五里拐小学去宣城路要怎么走,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""五里拐小学"",
  ""poi"":""五里拐小学"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""宣城路"",
  ""ori_loc"":""宣城路"",
  ""type"":""LOC_STREET""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_378_M004_coder.wav.pcm,map,查一下从这里到庐阳饭店怎么去,查一下从这里到庐阳饭店怎么去,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""庐阳饭店"",
  ""poi"":""庐阳饭店"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_385_M004_coder.wav.pcm,map,查一下从这里去潜山路小学怎么去,查一下从这里去潜山路小学怎么去,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""潜山路小学"",
  ""poi"":""潜山路小学"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_392_F022_coder.wav.pcm,map,查查从红福旅社到太湖路与金寨路交叉路口可以怎么走,查查从红福旅社到太湖路与金寨路交叉路口可以怎么走,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""红福旅社"",
  ""poi"":""红福旅社"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""streets"":""金寨路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""太湖路"",
  ""ori_loc"":""太湖路与金寨路交叉路口"",
  ""type"":""LOC_CROSS""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_399_F022_coder.wav.pcm,map,查查从这里去北京市怎么走,查查从这里去北京市怎么走,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""ori_loc"":""北京市"",
  ""type"":""LOC_BASIC""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_406_F022_coder.wav.pcm,map,桃园路到金寨路高架桥,桃园路到金寨路高架桥,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""桃园路"",
  ""ori_loc"":""桃园路"",
  ""type"":""LOC_STREET""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""金寨路高架桥"",
  ""ori_loc"":""金寨路高架桥"",
  ""type"":""LOC_STREET""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_413_F022_coder.wav.pcm,map,看一下如何去昆明市,看一下如何去昆明市,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""昆明"",
  ""city"":""昆明市"",
  ""ori_loc"":""昆明市"",
  ""type"":""LOC_BASIC""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_420_F022_coder.wav.pcm,map,看一下怎么去力天国际大厦,看一下怎么去力天国际大厦,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""力天国际大厦"",
  ""poi"":""力天国际大厦"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_427_M005_coder.wav.pcm,map,看一下江苏省苏州市如何走,看一下江苏省苏州市如何走,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""苏州"",
  ""province"":""江苏省"",
  ""city"":""苏州市"",
  ""ori_loc"":""江苏省苏州市"",
  ""provinceAddr"":""江苏"",
  ""type"":""LOC_BASIC""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_434_M005_coder.wav.pcm,map,胜利路和琅琊山路岔路口到汽车城路可以怎么走,胜利路和琅琊山路岔路口到汽车城路可以怎么走,TRUE,0,是,map,"{
 ""startLoc"":{
  ""streets"":""琅琊山路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""胜利路"",
  ""ori_loc"":""胜利路和琅琊山路岔路口"",
  ""type"":""LOC_CROSS""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""汽车城路"",
  ""ori_loc"":""汽车城路"",
  ""type"":""LOC_STREET""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_441_M005_coder.wav.pcm,map,请带我到潜山县槎水蚕桑协会,请带我到潜山县槎水蚕桑协会,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""area"":""潜山县"",
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""潜山县槎水蚕桑协会"",
  ""areaAddr"":""潜山"",
  ""poi"":""槎水蚕桑协会"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_448_M005_coder.wav.pcm,map,请带我去重庆市沙坪坝区龙湖西永,请带我去重庆市沙坪坝区龙湖西永,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""area"":""沙坪坝区"",
  ""cityAddr"":""重庆"",
  ""city"":""重庆市"",
  ""ori_loc"":""重庆市沙坪坝区龙湖西永"",
  ""areaAddr"":""沙坪坝"",
  ""poi"":""龙湖西永"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_455_M006_coder.wav.pcm,map,请问仁爱医院如何去,请问仁爱医院如何去,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""仁爱医院"",
  ""poi"":""仁爱医院"",
  ""type"":""LOC_POI""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_462_M006_coder.wav.pcm,map,请问日照市泰安路如何去,请问日照市泰安路如何去,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""日照"",
  ""city"":""日照市"",
  ""street"":""泰安路"",
  ""ori_loc"":""日照市泰安路"",
  ""type"":""LOC_STREET""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\10map_route\10map_route_469_M006_coder.wav.pcm,map,长江东路与东二环路交口怎么走,长江东路与东二环路交口怎么走,TRUE,0,是,map,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""streets"":""东二环路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""长江东路"",
  ""ori_loc"":""长江东路与东二环路交口"",
  ""type"":""LOC_CROSS""
 }
}",ROUTE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_007_M098_coder.wav.pcm,map,天都路和卧云路岔路口在哪里,天都路和卧云路岔路口在哪里,TRUE,0,是,map,"{
 ""location"":{
  ""streets"":""卧云路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""天都路"",
  ""ori_loc"":""天都路和卧云路岔路口"",
  ""type"":""LOC_CROSS""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_014_M099_coder.wav.pcm,map,胶州市同心路龙湖路路口在哪,胶州市同心路龙湖路路口在哪,TRUE,0,是,map,"{
 ""location"":{
  ""area"":""胶州市"",
  ""streets"":""龙湖路"",
  ""street"":""同心路"",
  ""ori_loc"":""胶州市同心路龙湖路路口"",
  ""areaAddr"":""胶州"",
  ""type"":""LOC_CROSS""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_021_M101_coder.wav.pcm,map,你知道临沂北路莲程花园生活一区在哪里吗,你知道临沂北路莲程花园生活一区在哪里吗,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""临沂北路"",
  ""ori_loc"":""临沂北路莲程花园生活一区"",
  ""poi"":""莲程花园生活一区"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_028_M102_coder.wav.pcm,map,你知道杏花公园在什么地方,你知道杏花公园在什么地方,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""杏花公园"",
  ""poi"":""杏花公园"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_035_M071_coder.wav.pcm,map,你知道蒲阳大道彼洋休闲中心在哪吗,你知道蒲阳大道彼洋休闲中心在哪吗,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""蒲阳大道"",
  ""ori_loc"":""蒲阳大道彼洋休闲中心"",
  ""poi"":""彼洋休闲中心"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_042_M073_coder.wav.pcm,map,大头鞋业在哪个地方,大头鞋业在哪个地方,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""大头鞋业"",
  ""poi"":""大头鞋业"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_049_M074_coder.wav.pcm,map,定位柳州市城中区独静路桂柳路路口,定位柳州市城中区独静路桂柳路路口,TRUE,0,是,map,"{
 ""location"":{
  ""area"":""城中区"",
  ""cityAddr"":""柳州"",
  ""streets"":""桂柳路"",
  ""city"":""柳州市"",
  ""street"":""独静路"",
  ""ori_loc"":""柳州市城中区独静路桂柳路路口"",
  ""areaAddr"":""城中"",
  ""type"":""LOC_CROSS""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_056_M048_coder.wav.pcm,map,帮我找一下四川省成都市在哪里,帮我找一下四川省成都市在哪里,TRUE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""成都"",
  ""province"":""四川省"",
  ""city"":""成都市"",
  ""ori_loc"":""四川省成都市"",
  ""provinceAddr"":""四川"",
  ""type"":""LOC_BASIC""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_063_M049_coder.wav.pcm,map,帮我找一下新疆维吾尔自治区乌鲁木齐市在哪里,帮我找一下新疆维吾尔自治区乌鲁木齐市在哪里,TRUE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""乌鲁木齐"",
  ""province"":""新疆维吾尔自治区"",
  ""city"":""乌鲁木齐市"",
  ""ori_loc"":""新疆维吾尔自治区乌鲁木齐市"",
  ""provinceAddr"":""新疆"",
  ""type"":""LOC_BASIC""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_070_M050_coder.wav.pcm,map,帮我找一下石家庄市的位置,帮我找一下石家庄市的位置,TRUE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""石家庄"",
  ""city"":""石家庄市"",
  ""ori_loc"":""石家庄市"",
  ""type"":""LOC_BASIC""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_077_M105_coder.wav.pcm,map,帮我搜一下亳州路与长丰路交叉路口的地址,帮我搜一下亳州路与长丰路交叉路口的地址,TRUE,0,是,map,"{
 ""location"":{
  ""streets"":""长丰路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""亳州路"",
  ""ori_loc"":""亳州路与长丰路交叉路口"",
  ""type"":""LOC_CROSS""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_084_F001_coder.wav.pcm,map,帮我搜一下夺底中路当热东路路口的位置,帮我搜一下夺底中路当热东路路口的位置,TRUE,0,是,map,"{
 ""location"":{
  ""streets"":""当热东路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""夺底中路"",
  ""ori_loc"":""夺底中路当热东路路口"",
  ""type"":""LOC_CROSS""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_091_F002_coder.wav.pcm,map,帮我搜一下禄荣街西青路路口在哪儿,帮我搜一下禄荣街西青路路口在哪儿,TRUE,0,是,map,"{
 ""location"":{
  ""streets"":""西青路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""禄荣街"",
  ""ori_loc"":""禄荣街西青路路口"",
  ""type"":""LOC_CROSS""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_098_F002_coder.wav.pcm,map,帮我搜一下黔东南苗族侗族自治州在哪个地方,帮我搜一下黔东南苗族侗族自治州在哪个地方,TRUE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""黔东南"",
  ""city"":""黔东南苗族侗族自治州"",
  ""ori_loc"":""黔东南苗族侗族自治州"",
  ""type"":""LOC_BASIC""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_105_F003_coder.wav.pcm,map,帮我搜索四牌楼轻工业厅宿舍的地址,帮我搜索四牌楼轻工业厅宿舍的地址,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""四牌楼轻工业厅宿舍"",
  ""poi"":""四牌楼轻工业厅宿舍"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_112_F004_coder.wav.pcm,map,帮我搜索烟酒公司宿舍的地址,帮我搜索烟酒公司宿舍的地址,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""烟酒公司宿舍"",
  ""poi"":""烟酒公司宿舍"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_119_F004_coder.wav.pcm,map,帮我搜索解放路一段二环路北四段路口在哪里,帮我搜索解放路一段二环路北四段路口在哪里,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""解放路一段"",
  ""streets"":""二环路北四段"",
  ""ori_loc"":""解放路一段二环路北四段路口"",
  ""type"":""LOC_CROSS""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_126_F005_coder.wav.pcm,map,帮我查一下合肥岭峡挖掘机经营部的地址,帮我查一下合肥岭峡挖掘机经营部的地址,TRUE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""ori_loc"":""合肥岭峡挖掘机经营部"",
  ""poi"":""岭峡挖掘机经营部"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_133_F006_coder.wav.pcm,map,帮我查一下新庄小区在哪儿,帮我查一下新庄小区在哪儿,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""新庄小区"",
  ""poi"":""新庄小区"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_140_F006_coder.wav.pcm,map,帮我查一下福海新居在哪,帮我查一下福海新居在哪,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""福海新居"",
  ""poi"":""福海新居"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_147_F007_coder.wav.pcm,map,帮我查一下铜陵新村公交公司宿舍在哪个地方,帮我查一下铜陵新村公交公司宿舍在哪个地方,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""铜陵新村公交公司宿舍"",
  ""poi"":""铜陵新村公交公司宿舍"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_154_F008_coder.wav.pcm,map,帮我查查合家福超市望江路分店的位置,帮我查查合家福超市望江路分店的位置,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""合家福超市望江路分店"",
  ""poi"":""合家福超市望江路分店"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_161_F009_coder.wav.pcm,map,帮我查查小天鹅干洗肥东店在哪里,帮我查查小天鹅干洗肥东店在哪里,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""小天鹅干洗肥东店"",
  ""poi"":""小天鹅干洗肥东店"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_168_F009_coder.wav.pcm,map,帮我查查润安货运公司在哪里,帮我查查润安货运公司在哪里,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""润安货运公司"",
  ""poi"":""润安货运公司"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_175_F010_coder.wav.pcm,map,我想知道哪里有华夏银行,我想知道哪里有华夏银行,TRUE,0,是,map,"{
 ""location"": {
 ""city"": ""CURRENT_CITY"",
 ""type"": ""LOC_POI"",
 ""ori_loc"": ""华夏银行"",
 ""poi"": ""华夏银行""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_182_F011_coder.wav.pcm,map,找一下蜀翠园在哪,找一下蜀翠园在哪,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""蜀翠园"",
  ""poi"":""蜀翠园"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_189_F011_coder.wav.pcm,map,搜一下延安市子长县在哪儿,搜一下延安市子长县在哪儿,TRUE,0,是,map,"{
 ""location"":{
  ""area"":""子长县"",
  ""cityAddr"":""延安"",
  ""city"":""延安市"",
  ""ori_loc"":""延安市子长县"",
  ""areaAddr"":""子长"",
  ""type"":""LOC_BASIC""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_196_F012_coder.wav.pcm,map,搜一下芜湖市殷三公路六郎水产品市场的位置,搜一下芜湖市殷三公路六郎水产品市场的位置,TRUE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""芜湖"",
  ""city"":""芜湖市"",
  ""street"":""殷三公路"",
  ""ori_loc"":""芜湖市殷三公路六郎水产品市场"",
  ""poi"":""六郎水产品市场"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_203_M001_coder.wav.pcm,map,搜索三十四中的位置,搜索三十四中的位置,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""ori_loc"":""三十四中"",
  ""poi"":""三十四中"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_210_M001_coder.wav.pcm,map,搜索华庆路建国自选商场的地址,搜索华庆路建国自选商场的地址,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""华庆路"",
  ""ori_loc"":""华庆路建国自选商场"",
  ""poi"":""建国自选商场"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_217_F013_coder.wav.pcm,map,搜索张掖市南大街农行城关支行的位置,搜索张掖市南大街农行城关支行的位置,TRUE,0,是,map,"{
 ""location"":{
  ""city"":""张掖市"",
  ""cityAddr"":""张掖"",
  ""street"":""南大街"",
  ""ori_loc"":""张掖市南大街农行城关支行"",
  ""poi"":""农行城关支行"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_224_F014_coder.wav.pcm,map,搜索苏州市兴太路苏州圣依制衣在哪,搜索苏州市兴太路苏州圣依制衣在哪,TRUE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""苏州"",
  ""city"":""苏州市"",
  ""street"":""兴太路"",
  ""ori_loc"":""苏州市兴太路苏州圣依制衣"",
  ""poi"":""苏州圣依制衣"",
  ""type"":""LOC_POI""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_231_M002_coder.wav.pcm,map,查一下北京鲍家街43号在哪里,查一下北京鲍家街43号在哪里,FALSE,0,是,map,"{
 ""location"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""street"":""鲍家街"",
  ""ori_loc"":""北京鲍家街四十三号"",
  ""houseNumber"":""四十三号"",
  ""type"":""LOC_STREET""
 }
}",POSITION
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\11map_locate\11map_locate_238_M002_coder.wav.pcm,map,查一下孝感市应城市蒲阳大道在哪,查一下孝感市应城市蒲阳大道在哪,TRUE,0,是,map,"{
 ""location"":{
  ""area"":""应城市"",
  ""cityAddr"":""孝感"",
  ""city"":""孝感市"",
  ""street"":""蒲阳大道"",
  ""ori_loc"":""孝感市应城市蒲阳大道"",
  ""areaAddr"":""应城"",
  ""type"":""LOC_STREET""
 }
}",POSITION
