用户说法,user_data
导航到淮安机场高速路口,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143325494"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|15小时32分钟|1362公里|红绿灯8个|收费715元|收费较少|15小时55分钟|1411公里|开始导航|设置车牌避开十堰市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""永嘉县上塘镇高速办"",""lat"":""28.156736"",""tel"":"""",""area"":""温州市永嘉县"",""lng"":""120.692257""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""15小时32分钟"",""1362公里"",""红绿灯8个"",""收费715元"",""收费较少"",""15小时55分钟"",""1411公里"",""开始导航"",""设置车牌避开十堰市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
去机场高速和机场路,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143328953"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|25长深高速入口淮安机场方向|淮安市涟水县|淮安机场出口25长深高速出口东北向|淮安机场出口25长深高速出口西南向|机场收费站25长深高速出口方向|淮安涟水机场|淮安市空港路1""},""dataInfo"":{""end_poi"":{""poi"":""g25长深高速入口(淮安机场方向)"",""lat"":""33.802431"",""tel"":"""",""area"":""淮安市涟水县"",""lng"":""119.213229""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""25长深高速入口淮安机场方向"",""淮安市涟水县"",""淮安机场出口25长深高速出口东北向"",""淮安机场出口25长深高速出口西南向"",""机场收费站25长深高速出口方向"",""淮安涟水机场"",""淮安市空港路1""]}"
选择红绿灯最少的路线,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143332258"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|25长深高速入口淮安机场方向|淮安市涟水县|淮安机场出口25长深高速出口东北向|淮安机场出口25长深高速出口西南向|机场收费站25长深高速出口方向|淮安涟水机场|淮安市空港路1""},""dataInfo"":{""end_poi"":{""poi"":""g25长深高速入口(淮安机场方向)"",""lat"":""33.802431"",""tel"":"""",""area"":""淮安市涟水县"",""lng"":""119.213229""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""25长深高速入口淮安机场方向"",""淮安市涟水县"",""淮安机场出口25长深高速出口东北向"",""淮安机场出口25长深高速出口西南向"",""机场收费站25长深高速出口方向"",""淮安涟水机场"",""淮安市空港路1""]}"
导航,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143335621"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|25长深高速入口淮安机场方向|淮安市涟水县|淮安机场出口25长深高速出口东北向|淮安机场出口25长深高速出口西南向|机场收费站25长深高速出口方向|淮安涟水机场|淮安市空港路1""},""dataInfo"":{""end_poi"":{""poi"":""g25长深高速入口(淮安机场方向)"",""lat"":""33.802431"",""tel"":"""",""area"":""淮安市涟水县"",""lng"":""119.213229""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""25长深高速入口淮安机场方向"",""淮安市涟水县"",""淮安机场出口25长深高速出口东北向"",""淮安机场出口25长深高速出口西南向"",""机场收费站25长深高速出口方向"",""淮安涟水机场"",""淮安市空港路1""]}"
带我去四川成都,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143338956"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|15小时32分钟|1362公里|红绿灯8个|收费715元|收费较少|15小时55分钟|1411公里|开始导航|设置车牌避开十堰市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""g25长深高速入口(淮安机场方向)"",""lat"":""33.802431"",""tel"":"""",""area"":""淮安市涟水县"",""lng"":""119.213229""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""15小时32分钟"",""1362公里"",""红绿灯8个"",""收费715元"",""收费较少"",""15小时55分钟"",""1411公里"",""开始导航"",""设置车牌避开十堰市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
位于人民东路86号的成都市,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143342214"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|成都市|距离1662|地址成都市四川省成都市青羊区人民东路86号""},""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""成都市"",""距离1662"",""地址成都市四川省成都市青羊区人民东路86号""]}"
选择经过加油站的线路,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143345518"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|成都市|距离1662|地址成都市四川省成都市青羊区人民东路86号""},""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""成都市"",""距离1662"",""地址成都市四川省成都市青羊区人民东路86号""]}"
导航开始吧,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143348807"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""剑门关镇剑雄村村民委员会"",""lat"":""32.198924"",""tel"":"""",""area"":""广元市剑阁县"",""lng"":""105.566979""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|成都市|距离1662|地址成都市四川省成都市青羊区人民东路86号""},""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""成都市"",""距离1662"",""地址成都市四川省成都市青羊区人民东路86号""]}"
我要去卢集县人民政府,"{""UserData"":{""serialNo"":""M1AT020102000007_2017060114335231"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|加载中""},""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""加载中""]}"
去安义县乡政府,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143355651"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|南昌县人民政府|南昌市澄湖北大道澄碧湖大厦内|进贤县人民政府|南昌市民和路与中山大道交叉口|安义县人民政府|南昌市解放路县政府大院内|溪霞镇人民政府|南昌市溪霞镇|罗亭镇人民政府|南昌市罗亭镇""},""dataInfo"":{""end_poi"":{""poi"":""南昌县人民政府"",""lat"":""28.558264"",""tel"":"""",""area"":""南昌市南昌县"",""lng"":""115.933715""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""南昌县人民政府"",""南昌市澄湖北大道澄碧湖大厦内"",""进贤县人民政府"",""南昌市民和路与中山大道交叉口"",""安义县人民政府"",""南昌市解放路县政府大院内"",""溪霞镇人民政府"",""南昌市溪霞镇"",""罗亭镇人民政府"",""南昌市罗亭镇""]}"
不是长均乡而是东新乡,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143359388"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|乔乐乡政府驻地|南昌市安义县|安义县人民政府|南昌市解放路县政府大院内|安义县政府金融工作办公室|中共安义县委县人民政府信访局|新民乡人民政府|南昌市向坪路1号""},""dataInfo"":{""end_poi"":{""poi"":""乔乐乡政府驻地"",""lat"":""28.643611"",""tel"":"""",""area"":""南昌市安义县"",""lng"":""115.568542""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""乔乐乡政府驻地"",""南昌市安义县"",""安义县人民政府"",""南昌市解放路县政府大院内"",""安义县政府金融工作办公室"",""中共安义县委县人民政府信访局"",""新民乡人民政府"",""南昌市向坪路1号""]}"
走最近的路线,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143402605"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|乔乐乡政府驻地|南昌市安义县|安义县人民政府|南昌市解放路县政府大院内|安义县政府金融工作办公室|中共安义县委县人民政府信访局|新民乡人民政府|南昌市向坪路1号""},""dataInfo"":{""end_poi"":{""poi"":""乔乐乡政府驻地"",""lat"":""28.643611"",""tel"":"""",""area"":""南昌市安义县"",""lng"":""115.568542""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""乔乐乡政府驻地"",""南昌市安义县"",""安义县人民政府"",""南昌市解放路县政府大院内"",""安义县政府金融工作办公室"",""中共安义县委县人民政府信访局"",""新民乡人民政府"",""南昌市向坪路1号""]}"
可以导航了,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143405941"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""成都市"",""lat"":""30.65870151"",""tel"":"""",""area"":""成都市青羊区"",""lng"":""104.0647742""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|长均乡人民政府|距离25|地址南昌市长均乡""},""dataInfo"":{""end_poi"":{""poi"":""长均乡人民政府"",""lat"":""28.857569"",""tel"":"""",""area"":""南昌市安义县"",""lng"":""115.723507""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""长均乡人民政府"",""距离25"",""地址南昌市长均乡""]}"
帮我导航到明光市,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143409272"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""长均乡人民政府"",""lat"":""28.857569"",""tel"":"""",""area"":""南昌市安义县"",""lng"":""115.723507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""长均乡人民政府"",""lat"":""28.857569"",""tel"":"""",""area"":""南昌市安义县"",""lng"":""115.723507""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""缩小图面"",""放大图面"",""仅供测试""]}"
位于广场路68的明光市,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143412542"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""长均乡人民政府"",""lat"":""28.857569"",""tel"":"""",""area"":""南昌市安义县"",""lng"":""115.723507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|明光市|距离1167|地址滁州市安徽省滁州市明光市广场路68""},""dataInfo"":{""end_poi"":{""poi"":""明光市"",""lat"":""32.77698527"",""tel"":"""",""area"":""滁州市明光市"",""lng"":""117.9894429""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""明光市"",""距离1167"",""地址滁州市安徽省滁州市明光市广场路68""]}"
优先走高速,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601143415903"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""长均乡人民政府"",""lat"":""28.857569"",""tel"":"""",""area"":""南昌市安义县"",""lng"":""115.723507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|明光市|距离1167|地址滁州市安徽省滁州市明光市广场路68""},""dataInfo"":{""end_poi"":{""poi"":""明光市"",""lat"":""32.77698527"",""tel"":"""",""area"":""滁州市明光市"",""lng"":""117.9894429""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""明光市"",""距离1167"",""地址滁州市安徽省滁州市明光市广场路68""]}"
