audio_path,audioTag,ResultOrgText,ResultCompareText,ResultOrgLabel,ResultCompareLabel,IsEqual?(%) 1106/2567=43.09%
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0031-05.pcm,132,,,暂停播放,暂停播放,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0032-01.pcm,133,老鼠爱大米,老鼠爱大米,老鼠爱大米,老鼠爱大米,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0032-02.pcm,134,有没有英文版的老鼠爱大米,有没有英文版的老鼠爱大米,有没有英文版的老鼠爱大米,有没有英文版的老鼠爱大米,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0032-03.pcm,135,暂停一下,暂停一下,暂停一下,暂停一下,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0032-04.pcm,136,,,切换下一首,切换下一首,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0033-01.pcm,137,来一首铿锵玫瑰,来一首铿锵玫瑰,来一首铿锵玫瑰,来一首铿锵玫瑰,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0033-02.pcm,138,,,换一首军歌,换一首军歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0033-03.pcm,139,表达想家的军歌有没有,表达想家的军歌有没有,表达想家的军歌有没有,表达想家的军歌有没有,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0033-04.pcm,140,,,换个其他人唱的,换个其他人唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0034-01.pcm,141,我想听吻别,我想听吻别,我想听吻别,我想听吻别,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0034-02.pcm,142,,,不是，我要的是英文版的,不是我要的是英文版的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0034-03.pcm,143,,,下载下载,下载下载,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0035-01.pcm,144,叫我来巡山这首歌播放一下,叫我来巡山这首歌播放一下,叫我来巡山这首歌播放一下,叫我来巡山这首歌播放一下,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0035-02.pcm,145,,,换下一首歌曲,换下一首歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0035-03.pcm,146,,,先把音乐暂停一下,先把音乐暂停一下,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0035-04.pcm,147,有没有dj版的,有没有dj版的,有没有DJ版的,有没有dj版的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0036-01.pcm,148,你唱首歌听吧,你唱首歌听吧,你唱首歌听吧,你唱首歌听吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0036-02.pcm,149,有没有纯音乐啊,有没有纯音乐啊,有没有纯音乐啊,有没有纯音乐啊,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0036-03.pcm,150,,,给我来首舞曲吧,给我来首舞曲吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0036-04.pcm,151,,,有舞曲天鹅湖吗,有舞曲天鹅湖吗,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0037-01.pcm,152,泥鳅这首歌,泥鳅这首歌,泥鳅这首歌,泥鳅这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0037-02.pcm,153,换一首歌,换一首歌,换一首歌,换一首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0037-03.pcm,154,暂停播放,暂停播放,暂停播放,暂停播放,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0037-04.pcm,155,,,退出吧,退出吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0038-01.pcm,156,,,我要听陈奕迅的歌,我要听陈奕迅的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0038-02.pcm,157,换一首别的歌,换一首别的歌,换一首别的歌,换一首别的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0038-03.pcm,158,循环播放她的歌,循环播放她的歌,循环播放他的歌,循环播放他的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0038-04.pcm,159,帮我收藏她的歌,帮我收藏她的歌,帮我收藏他的歌,帮我收藏他的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0039-01.pcm,160,我要听崔格子,我要听崔格子,我要听崔格子,我要听崔格子,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0039-02.pcm,161,换下一首听,换下一首听,换下一首听,换下一首听,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0039-03.pcm,162,给我换个dj版的,给我换个dj版的,给我换个DJ版的,给我换个dj版的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0039-04.pcm,163,,,听听英文版的怎么样,听听英文版的怎么样,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0040-01.pcm,164,,,三生三世,三生三世,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0040-02.pcm,165,放一下电视剧的其他插曲,放一下电视剧的其他插曲,放一下电视剧的其他插曲,放一下电视剧的其他插曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0040-03.pcm,166,我想收藏一下这首歌,我想收藏一下这首歌,我想收藏一下这首歌,我想收藏一下这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0040-04.pcm,167,其他人唱的有没有,其他人唱的有没有,其他人唱的有没有,其他人唱的有没有,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0040-05.pcm,168,,,帮我把歌曲暂停一下,帮我把歌曲暂停一下,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0041-01.pcm,169,请播放凤凰传奇,请播放凤凰传奇,请播放凤凰传奇,请播放凤凰传奇,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0041-02.pcm,170,帮我看一下凤凰传奇的荷塘月色,帮我看一下凤凰传奇的荷塘月色,帮我看一下凤凰传奇的荷塘月色,帮我看一下凤凰传奇的荷塘月色,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0041-03.pcm,171,单曲循环播放荷塘月色,单曲循环播放荷塘月色,单曲循环播放荷塘月色,单曲循环播放荷塘月色,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0041-04.pcm,172,收藏一下他们的歌,收藏一下他们的歌,收藏一下他们的歌,收藏一下他们的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0042-01.pcm,173,给我放一首刘德华的歌,给我放一首刘德华的歌,给我放一首刘德华的歌,给我放一首刘德华的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0042-02.pcm,174,就听谢谢你的爱吧,就听谢谢你的爱吧,就听谢谢你的爱吧,就听谢谢你的爱吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0042-03.pcm,175,放一下刘德华的其他歌曲,放一下刘德华的其他歌曲,放一下刘德华的其他歌曲,放一下刘德华的其他歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0043-01.pcm,176,打开网络歌曲,打开网络歌曲,打开网络歌曲,打开网络歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0043-02.pcm,177,,,听网络最流行的歌曲,听网络最流行的歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0043-03.pcm,178,,,开始播放,开始播放,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0044-01.pcm,179,播放杜德伟的歌,播放杜德伟的歌,播放杜德伟的歌。,播放杜德伟的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0044-02.pcm,180,,,播放他的成名歌曲,播放他的成名歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0044-03.pcm,181,,,有别人翻唱的吗,有别人翻唱的吗,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0044-04.pcm,182,好吧换首情人,好吧换首情人,好吧，换首情人,好吧换首情人,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0044-05.pcm,183,收藏一下情人,收藏一下情人,收藏一下情人,收藏一下情人,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0045-01.pcm,184,我想听音乐,我想听音乐,我想听音乐,我想听音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0045-02.pcm,185,我想听dj歌曲,我想听dj歌曲,我想听DJ歌曲,我想听dj歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0045-03.pcm,186,,,换一首动感的舞曲,换一首动感的舞曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0045-04.pcm,187,切换下一首,切换下一首,切换下一首,切换下一首,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0046-01.pcm,188,,,播放歌,播放歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0046-02.pcm,189,英文的,英文的,英文的,英文的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0046-03.pcm,190,声音最大,声音最大,声音最大,声音最大,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0046-04.pcm,191,,,搜藏吧,搜藏吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0047-01.pcm,192,我想听风雨兼程,我想听风雨兼程,我想听风雨兼程,我想听风雨兼程,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0047-02.pcm,193,,,这首歌是哪个专辑的,这首歌是哪个专辑的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0047-03.pcm,194,,,我要听这个专辑的所有歌,我要听这个专辑的所有歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0047-04.pcm,195,,,这首歌不好听，下一首,这首歌不好听下一首,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0048-01.pcm,196,播放音乐,播放音乐,播放音乐,播放音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0048-02.pcm,197,这首歌谁唱的,这首歌谁唱的,这首歌谁唱的,这首歌谁唱的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0048-03.pcm,198,有没有男生版的这首歌,有没有男生版的这首歌,有没有男生版的这首歌,有没有男生版的这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0048-04.pcm,199,,,播放下一首,播放下一首,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0049-01.pcm,200,,,播放李健的风吹麦浪,播放李健的风吹麦浪,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0049-02.pcm,201,要现场版的,要现场版的,要现场版的,要现场版的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0049-03.pcm,202,,,我想听他的其他歌,我想听他的其他歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0049-04.pcm,203,,,开始播放,开始播放,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0050-01.pcm,204,吻别,吻别,吻别,吻别,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0050-02.pcm,205,,,吻别谁唱的,吻别谁唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0050-03.pcm,206,,,我要听他的歌,我要听他的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0050-04.pcm,207,英文版的有没有,英文版的有没有,英文版的有没有,英文版的有没有,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0051-01.pcm,208,给我放歌,给我放歌,给我放歌,给我放歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0051-02.pcm,209,给我放个女歌手的歌曲,给我放个女歌手的歌曲,给我放个女歌手的歌曲,给我放个女歌手的歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0051-03.pcm,210,,,切换下一首歌曲,切换下一首歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0051-04.pcm,211,,,听听其他人唱的,听听其他人唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0052-01.pcm,212,请播放小苹果,请播放小苹果,请播放小苹果,请播放小苹果,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0052-02.pcm,213,小苹果出自哪个专辑,小苹果出自哪个专辑,小苹果出自哪个专辑,小苹果出自哪个专辑,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0052-03.pcm,214,我要听这个专辑的歌,我要听这个专辑的歌,我要听这个专辑的歌,我要听这个专辑的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0053-01.pcm,215,播放歌曲女人花,播放歌曲女人花,播放歌曲女人花,播放歌曲女人花,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0053-02.pcm,216,女人花水唱的,女人花水唱的,女人花谁唱的,女人花谁唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0053-03.pcm,217,,,我要听他的歌,我要听他的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0053-04.pcm,218,,,换他的下一首歌曲,换他的下一首歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0054-01.pcm,219,我的好兄弟,我的好兄弟,我的好兄弟,我的好兄弟,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0054-02.pcm,220,,,我的好兄弟谁唱的,我的好兄弟谁唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0054-03.pcm,221,,,我想听女的唱的我的好兄弟,我想听女的唱的我的好兄弟,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0054-04.pcm,222,,,有没有DJ版我的好兄弟,有没有dj版我的好兄弟,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0055-01.pcm,223,随机放首歌兰歌手唱的,随机放首歌兰歌手唱的,随机放首歌,随机放首歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0055-02.pcm,224,,,男歌手唱的,男歌手唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0055-03.pcm,225,,,不要中文的，来个英文歌,不要中文的来个英文歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0056-01.pcm,226,,,给我来一首单身情歌,给我来一首单身情歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0056-02.pcm,227,播放下一首,播放下一首,播放下一首,播放下一首,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0056-03.pcm,228,单身情歌出自哪个专辑,单身情歌出自哪个专辑,单身情歌出自哪个专辑,单身情歌出自哪个专辑,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0056-04.pcm,229,,,我要听这个专辑的歌,我要听这个专辑的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0057-01.pcm,230,听老人与海,听老人与海,听老人与海,听老人与海,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0057-02.pcm,231,,,有英文版的吗,有英文版的吗,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0057-03.pcm,232,,,给我听一下女生版老人与海,给我听一下女生版老人与海,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0057-04.pcm,233,换下一首吧,换下一首吧,换下一首吧,换下一首吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0057-05.pcm,234,不想听这个了,不想听这个了,不想听这个了,不想听这个了,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0058-01.pcm,235,落花,落花,落花,落花,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0058-02.pcm,236,,,听一下林心如的落花,听一下林心如的落花,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0058-03.pcm,237,,,我要听美人心计的歌曲,我要听美人心计的歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0058-04.pcm,238,美人心计的插曲我都想听,美人心计的插曲我都想听,美人心计的插曲我都想听,美人心计的插曲我都想听,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0059-01.pcm,239,放首歌,放首歌,放首歌,放首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0059-02.pcm,240,,,放我是歌手里面的歌,放我是歌手里面的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0059-03.pcm,241,,,放我是歌手第二季的歌,放我是歌手第二季的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0059-04.pcm,242,我是歌手黄丽玲的歌,我是歌手黄丽玲的歌,我是歌手黄丽玲的歌,我是歌手黄丽玲的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0060-01.pcm,243,播放心甘情愿,播放心甘情愿,播放，心甘情愿,播放心甘情愿,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0060-02.pcm,244,,,心甘情愿谁唱的,心甘情愿谁唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0060-03.pcm,245,,,他还有别的专辑吗,他还有别的专辑吗,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0060-04.pcm,246,拼一下专辑里的歌曲吧,拼一下专辑里的歌曲吧,听一下专辑里的歌曲吧,听一下专辑里的歌曲吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0061-01.pcm,247,给我来一首单身情歌,给我来一首单身情歌,给我来一首单身情歌,给我来一首单身情歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0061-02.pcm,248,,,女的唱的单身情歌有没有,女的唱的单身情歌有没有,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0061-03.pcm,249,,,单身情歌谁唱的,单身情歌谁唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0061-04.pcm,250,我要听她的其他歌,我要听她的其他歌,我要听他的其他歌,我要听他的其他歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0061-05.pcm,251,切换上一首歌,切换上一首歌,切换上一首歌,切换上一首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0062-01.pcm,252,放首歌听,放首歌听,放首歌听,放首歌听,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0062-02.pcm,253,,,放三生三世里面的歌曲,放三生三世里面的歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0062-03.pcm,254,,,要主题曲,要主题曲,FALSE
